school_id,school_name,degree_type,candidate_source_url,candidate_source_title,candidate_source_type,source_host,official_domain_status,official_domain_score,fetch_status,extraction_status,stats_cohort_year,metric_population,metric_type,mcat_value,mcat_metric,gpa_value,gpa_metric,science_gpa_value,evidence_text,source_publication_date,source_last_checked,data_confidence,review_status,notes
md_university_of_central_florida_college_of_medicine_orlando_florida,University of Central Florida College of Medicine,MD,https://med.ucf.edu/media/2025/04/RenewU-Figures.png,RenewU-Figures.png,unknown,med.ucf.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_central_florida_college_of_medicine_orlando_florida,University of Central Florida College of Medicine,MD,https://med.ucf.edu/media/2025/10/CL2029-Class-Profile-Corrected.png,CL2029-Class-Profile-Corrected.png,unknown,med.ucf.edu,official_school_domain,1.00,fetched,accepted,2029,matriculated students,official_published_mean,514,average,3.9,average,,"CLASS OF 2029 PROFILE Verified Applications Average Total GPA 5,394 5.90 Interviews Average Science GPA 512 5.87 Matriculated Average MCAT 120 514 Non-Florida Residents Ph.D./M.S. 355 6 First Generation Non-Traditional 9 42 CLASS OF 2029 PROFILE Verified Applications Average Total GPA 5,394 5.90 Interviews Average Science GPA 512 5.87 Matriculated Average MCAT 120 514 Non-Florida Residents Ph.D./M.S. 355 6 First Generation Non-Traditional 9 42",,2026-06-08,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context. GPA value used OCR correction from impossible 5.xx reading to 3.xx on an official image source.
md_university_of_central_florida_college_of_medicine_orlando_florida,University of Central Florida College of Medicine,MD,https://med.ucf.edu/media/2026/03/2026-MATCH-FACTS.png,2026-MATCH-FACTS.png,unknown,med.ucf.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2026,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_central_florida_college_of_medicine_orlando_florida,University of Central Florida College of Medicine,MD,https://med.ucf.edu/question/what-type-of-institutional-scholarships-will-be-available-to-the-incoming-class-of-students/,What type of institutional scholarships will be available to the incoming class of students? - College of Medicine,annual_report,med.ucf.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_chicago_division_of_the_biological_sciences_the_pritzker_school_of,"University of Chicago Division of the Biological Sciences, The Pritzker School of Medicine",MD,https://pritzker.uchicago.edu/about/pritzker-facts-figures,Pritzker School of Medicine Facts and Figures | Pritzker School of Medicine | The University of Chicago x linkedin instagram facebook youtube tiktok,class_profile,pritzker.uchicago.edu,official_school_domain,1.00,fetched,accepted,2025,matriculated students,official_published_range_midpoint,516,range_midpoint,3.6,range_midpoint,,ty of Chicago About Pritzker School of Medicine Facts and Figures General Admissions* MD Students 81 MD/PhD Students 10 Medical School Enrollment 354 Faculty to Student Ratio** 3:1 MCAT Range 505-527 Cumulative Undergraduate GPA Range 3.4 – 4.0 Science GPA Range 3.2 – 4.0 Out-of-state 86% International 1% Percent with 1+ years between undergraduate degree and medical school ma Range midpoint used for MCAT. l Admissions* MD Students 81 MD/PhD Students 10 Medical School Enrollment 354 Faculty to Student Ratio** 3:1 MCAT Range 505-527 Cumulative Undergraduate GPA Range 3.4 – 4.0 Science GPA Range 3.2 – 4.0 Out-of-state 86% International 1% Percent with 1+ years between undergraduate degree and ,,2026-06-09,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context. One or more values were range-derived; midpoint used for scoring.
md_university_of_cincinnati_college_of_medicine_cincinnati_ohio,University of Cincinnati College of Medicine,MD,https://med.uc.edu/admissions/medical-student-admissions/home,University of Cincinnati College of Medicine,admissions_page,med.uc.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_cincinnati_college_of_medicine_cincinnati_ohio,University of Cincinnati College of Medicine,MD,https://med.uc.edu/admissions/medical-student-admissions/md-admissions/class-profile,Class Profile Menu bars icon,class_profile,med.uc.edu,official_school_domain,1.00,fetched,accepted,2025,matriculated students,official_published_value,514,published,3.86,published,,": 608 Total acceptances: 403 Total new matriculants: 163 Class Composition: Ohio residents in class: 67% Non-residents in class: 33% Class GPA: 3.86 Class Science (BCPM) GPA: 3.81 MCAT composite: 514 First-generation college attendees: 13% Rural background: 16% Programs in Class: MD Program: 170 Medical Scientist Training Program (MSTP): 12 Intranet Login Contact Us Office of tions: 3,986 Total applicants interviewed: 608 Total acceptances: 403 Total new matriculants: 163 Class Composition: Ohio residents in class: 67% Non-residents in class: 33% Class GPA: 3.86 Class Science (BCPM) GPA: 3.81 MCAT composite: 514 First-generation college attendees: 13% Rural background: 16% Programs in Class:",,2026-06-08,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context.
md_university_of_colorado_school_of_medicine_denver_colorado,University of Colorado School of Medicine,MD,http://www.ucdenver.edu/academics/colleges/medicalschool/education/Admissions/Pages/admissions.aspx,University of Colorado School of Medicine,admissions_page,ucdenver.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_connecticut_school_of_medicine_farmington_connecticut,University of Connecticut School of Medicine,MD,http://medicine.uconn.edu/about-us/fast-facts/,Fast Facts | School of Medicine | University of Connecticut Search UConn UConn A to Z Index,annual_report,medicine.uconn.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2026,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_connecticut_school_of_medicine_farmington_connecticut,University of Connecticut School of Medicine,MD,http://medicine.uconn.edu/admissions/applying-to-the-md-or-md-mba-programs/,Applying to the M.D. Program | School of Medicine | University of Connecticut Search UConn UConn A to Z Index,class_profile,medicine.uconn.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_connecticut_school_of_medicine_farmington_connecticut,University of Connecticut School of Medicine,MD,https://medicine.uconn.edu/about-us/fast-facts/,Fast Facts | School of Medicine | University of Connecticut Search UConn UConn A to Z Index,annual_report,medicine.uconn.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2026,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_connecticut_school_of_medicine_farmington_connecticut,University of Connecticut School of Medicine,MD,https://medicine.uconn.edu/annual-report/,Annual Report | School of Medicine | University of Connecticut Search UConn UConn A to Z Index,annual_report,medicine.uconn.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_florida_college_of_medicine_gainesville_florida,University of Florida College of Medicine,MD,http://admissions.med.ufl.edu/,University of Florida College of Medicine,admissions_page,admissions.med.ufl.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_illinois_college_of_medicine_chicago_illinois,University of Illinois College of Medicine,MD,http://www.medicine.uic.edu/education/m_d_admissions,University of Illinois College of Medicine,admissions_page,medicine.uic.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_kansas_school_of_medicine_kansas_city_kansas,University of Kansas School of Medicine,MD,http://www.kumc.edu/school-of-medicine/education/admissions.html,University of Kansas School of Medicine,admissions_page,kumc.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_kansas_school_of_medicine_kansas_city_kansas,University of Kansas School of Medicine,MD,https://www.kumc.edu/school-of-medicine/academics/departments/pathology/about/news/chairs-annual-report-2021.html,Chair's Annual Report 2021,annual_report,kumc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_kansas_school_of_medicine_kansas_city_kansas,University of Kansas School of Medicine,MD,https://www.kumc.edu/school-of-medicine/academics/departments/pediatrics/academics/leadership-education-in-neurodevelopment-and-related-disabilities-(lend)/impact-and-outreach/annual-reports.html,Annual Reports,annual_report,kumc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_kansas_school_of_medicine_kansas_city_kansas,University of Kansas School of Medicine,MD,https://www.kumc.edu/school-of-medicine/campuses/wichita/about/news/news-archive/ku-school-of-medicine-wichita-touts-facts-not-fear-in-covid-fight.html,KU School of Medicine-Wichita touts 'facts not fear' in COVID fight,annual_report,kumc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_kansas_school_of_medicine_kansas_city_kansas,University of Kansas School of Medicine,MD,https://www.kumc.edu/school-of-medicine/campuses/wichita/about/news/wichita-hands-control-of-facts-not-fear-ict-campaign-2.4m-grant-to-ku-med-school.html,"Wichita hands control of Facts Not Fear ICT campaign, $2.4M grant to KU med school",annual_report,kumc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_kansas_school_of_medicine_kansas_city_kansas,University of Kansas School of Medicine,MD,https://www.kumc.edu/school-of-medicine/campuses/wichita/academics/population-health/research/facts-not-fear-ict.html,Facts Not Fear ICT,annual_report,kumc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
